Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.22019090591516138,190,random text,235.12240030991364,6948907.173354279,368.7624898131353,9135980.420736272,5367.282692071069,1986247.65836577,random text,random text,random text,random text,2013-02-04,random text,random text,1
random text,random text,random text,random text,0.2838317166168761,170,random text,404.6456105669864,2320504.543500548,99.96555757431993,8466744.733937047,1977.5988770454203,2186868.654286602,random text,random text,random text,random text,2009-01-05,random text,random text,1
random text,random text,random text,random text,0.4292470760831933,139,random text,399.83523030963755,8102505.614229564,333.9638792604542,3287651.639095311,1869.9681990864908,1888581.7492313078,random text,random text,random text,random text,2007-10-17,random text,random text,1
random text,random text,random text,random text,0.15848531957743456,149,random text,349.68863200870464,1820682.8169239736,141.21610254917783,5567896.30073968,5493.6333640743005,1628210.9491609896,random text,random text,random text,random text,2001-08-05,random text,random text,1
random text,random text,random text,random text,0.6591769288024241,91,random text,369.9827197365351,6605912.374030052,230.9741211896714,2748390.6721049007,2952.3229289728624,1005785.7050431448,random text,random text,random text,random text,2010-08-28,random text,random text,1
random text,random text,random text,random text,0.4834431537077968,239,random text,88.54296115378855,4665713.804899016,398.88305128974207,12300987.156825589,4773.946785389885,2048104.365707788,random text,random text,random text,random text,2013-12-12,random text,random text,1
random text,random text,random text,random text,0.4612449026440966,205,random text,147.8926913064423,6092717.665845754,447.0540493224927,3460576.164853863,3380.4200543358647,1000430.0795959951,random text,random text,random text,random text,2002-06-11,random text,random text,1
random text,random text,random text,random text,0.7334593307100122,152,random text,109.98819690207861,4472053.718880138,569.6381380127508,3050870.39848243,3900.3879856946623,2828245.3880072287,random text,random text,random text,random text,2008-02-06,random text,random text,1
random text,random text,random text,random text,0.8347411422292583,162,random text,274.44691987904037,6359895.858520145,397.35439598118927,3114104.620624439,1401.974069650026,955317.8659647225,random text,random text,random text,random text,2009-04-02,random text,random text,1
random text,random text,random text,random text,0.24476445862187873,56,random text,262.0777604358333,5556302.027256221,519.1106186630502,8584759.346412737,4505.244259177826,2387004.0913313506,random text,random text,random text,random text,2002-12-19,random text,random text,1
random text,random text,random text,random text,0.7710992523811079,79,random text,241.64031455562116,2791124.491913693,231.89200666992147,10587128.513458077,2932.2548079366243,1100146.8102289478,random text,random text,random text,random text,2005-01-31,random text,random text,1
random text,random text,random text,random text,0.2024528137531878,195,random text,405.6052304932413,6389013.092664147,464.75084253642285,5400303.63449643,5081.000570594649,1237507.4168184956,random text,random text,random text,random text,2010-08-16,random text,random text,1
random text,random text,random text,random text,0.5971986753428753,207,random text,427.9776872308947,1966685.4415215543,389.32218173455584,2362981.7629227717,1030.3170831681998,1539408.8322065466,random text,random text,random text,random text,2006-01-27,random text,random text,1
random text,random text,random text,random text,0.8262492537050333,270,random text,114.83070789903047,7256253.189933885,194.30265809599751,11506248.586689092,3801.448040988087,1686966.241481367,random text,random text,random text,random text,2003-12-11,random text,random text,1
random text,random text,random text,random text,0.6522446171535434,129,random text,267.5171864410855,1457172.899784768,312.741601011307,10043492.011352737,2690.795679604216,1330098.692836031,random text,random text,random text,random text,2003-09-23,random text,random text,1
random text,random text,random text,random text,0.47938467987439376,104,random text,418.536731618677,1387656.1940001927,409.22762206061276,2256811.8677766593,993.5158828804559,1082564.0741772268,random text,random text,random text,random text,2012-12-28,random text,random text,1
random text,random text,random text,random text,0.6628521325332668,126,random text,371.62346639685904,4186202.494955389,279.6659169596703,9484480.66942305,1808.0495316208553,1813250.7989392884,random text,random text,random text,random text,2008-10-12,random text,random text,1
random text,random text,random text,random text,0.4802161465547237,72,random text,219.70532005612688,6194354.278511096,295.5881317739911,2207139.593306857,2823.507086583232,2348183.3329031873,random text,random text,random text,random text,2010-10-11,random text,random text,1
random text,random text,random text,random text,0.2147922402272403,248,random text,189.7919192681827,1758425.1166276739,92.32945852154114,11461757.713101076,4554.3987873115075,2778334.7292530625,random text,random text,random text,random text,2004-07-25,random text,random text,1
random text,random text,random text,random text,0.30836143747658995,193,random text,204.79005109692025,5033813.925947222,250.65908526063873,7237670.771120408,3043.305280441469,559041.4280231348,random text,random text,random text,random text,2007-12-01,random text,random text,1
random text,random text,random text,random text,0.46450671330134846,104,random text,424.02459028930974,6788075.28666608,323.02322898712384,4808489.009739393,2613.5253787143924,2033764.4371093872,random text,random text,random text,random text,2012-12-25,random text,random text,1
random text,random text,random text,random text,0.7717636842107101,60,random text,252.37864828401865,8149769.96081339,531.0836410304381,4770231.336116887,1982.6502447804837,903513.320406696,random text,random text,random text,random text,2002-11-24,random text,random text,1
random text,random text,random text,random text,0.4443280979778645,85,random text,291.08803842154805,8094249.154650783,273.6461354277876,5391081.215497561,5471.186421364048,2111233.1672409833,random text,random text,random text,random text,2002-01-31,random text,random text,1
random text,random text,random text,random text,0.32144408493178833,181,random text,173.2578511581317,5920400.759425862,482.6869367441385,3637585.448904849,1078.8235393352704,2217850.561105532,random text,random text,random text,random text,2012-01-22,random text,random text,1
random text,random text,random text,random text,0.8145988133515304,272,random text,117.29027912760235,4067996.0525103337,460.86465802526857,2655413.064563459,5052.407341973883,1182109.410688664,random text,random text,random text,random text,2013-11-07,random text,random text,1
random text,random text,random text,random text,0.540385559204795,264,random text,280.86268630697526,7089329.577683428,593.8321951338787,5863816.4707259,5462.942339989289,2402224.3960593543,random text,random text,random text,random text,2002-05-22,random text,random text,1
random text,random text,random text,random text,0.7415388325112696,187,random text,196.20594571645586,7814023.13653894,579.1179851230547,7053376.322906364,3132.1052129977315,2827552.819505376,random text,random text,random text,random text,2003-11-26,random text,random text,1
random text,random text,random text,random text,0.33232084968927345,199,random text,203.00451565116504,2530732.544442963,101.73820136994127,3263427.695992999,2465.232144246461,1277076.5464160135,random text,random text,random text,random text,2004-12-13,random text,random text,1
random text,random text,random text,random text,0.15317310834333975,178,random text,377.38724069215266,4951951.335311236,498.507106232657,9188379.3259187,2310.9624614143468,1290602.4775571323,random text,random text,random text,random text,2010-11-07,random text,random text,1
random text,random text,random text,random text,0.6411232184532503,107,random text,305.8756221954258,7572423.128595816,213.44438245146284,12171516.76867465,3660.801068100597,1464009.881683117,random text,random text,random text,random text,2004-07-25,random text,random text,1
random text,random text,random text,random text,0.5572806294163046,123,random text,423.27607347049644,4589707.736997371,277.9992937483753,4289964.211662194,5273.027270075109,2942089.8714911398,random text,random text,random text,random text,2013-07-12,random text,random text,1
random text,random text,random text,random text,0.5534933143375294,199,random text,87.50383739270885,7601548.411359124,406.7209143609237,2676796.98252695,1350.0427913053525,966968.5022188341,random text,random text,random text,random text,2008-09-05,random text,random text,1
random text,random text,random text,random text,0.6200097194439127,244,random text,414.7190300093016,3444077.852600549,295.8645183125238,12301247.1454211,3867.305630506552,1042892.7661063215,random text,random text,random text,random text,2002-04-07,random text,random text,1
random text,random text,random text,random text,0.5429524873163061,249,random text,342.21660609456205,4072184.2500253585,161.7954307117589,12316995.836165763,2037.0267565005488,2717586.711934874,random text,random text,random text,random text,2005-04-26,random text,random text,1
random text,random text,random text,random text,0.5461078031104265,269,random text,334.00503208698575,6161762.058529342,590.6126152515351,4310534.694437573,5429.018914113528,2090490.4422065997,random text,random text,random text,random text,2009-05-21,random text,random text,1
random text,random text,random text,random text,0.6006989449775108,91,random text,96.5427707476164,4052521.4319485025,420.31067470111265,2437778.9441902637,4509.346094965499,2735562.304836465,random text,random text,random text,random text,2005-12-14,random text,random text,1
random text,random text,random text,random text,0.7655205426351818,135,random text,154.03498471343437,4262160.936648255,155.5836836640308,6146775.295541703,3238.410601675914,1705117.833642134,random text,random text,random text,random text,2004-08-17,random text,random text,1
random text,random text,random text,random text,0.3048915871771526,266,random text,79.61565719597893,4201099.391500616,332.11472865305336,3185727.921063266,2964.8543883644106,2740265.426785502,random text,random text,random text,random text,2008-03-18,random text,random text,1
random text,random text,random text,random text,0.7575461842790112,183,random text,334.5165738367621,1761455.151409763,420.7229971534884,4468882.406310791,5049.559105327173,752232.2337740836,random text,random text,random text,random text,2010-08-04,random text,random text,1
random text,random text,random text,random text,0.40965957892037974,81,random text,257.25803682780526,6969428.327556666,185.99669064404873,6104722.111457812,4513.1590458206865,2510138.0998309273,random text,random text,random text,random text,2000-12-11,random text,random text,1
random text,random text,random text,random text,0.3134662385342959,101,random text,423.33151316774314,7194819.4466738235,328.0681167263538,3860852.6910560885,5469.586318595519,1057859.6059593654,random text,random text,random text,random text,2009-06-28,random text,random text,1
random text,random text,random text,random text,0.7977835895598069,94,random text,175.36374498107546,6439642.169601811,427.8920529878946,6351026.901897401,2315.728877614626,1617988.1245942689,random text,random text,random text,random text,2007-01-18,random text,random text,1
random text,random text,random text,random text,0.8263448521480834,111,random text,158.77529493703136,2865612.5427814526,406.8291933811225,2891982.361245453,1469.4463963046562,1008843.2968395292,random text,random text,random text,random text,2012-03-09,random text,random text,1
random text,random text,random text,random text,0.40528811930364034,147,random text,139.49937920547583,6395092.073300261,372.97275553632034,8268520.215717454,4062.7844092945106,2118291.101991696,random text,random text,random text,random text,2010-04-27,random text,random text,1
random text,random text,random text,random text,0.1767377294186331,104,random text,398.5154901366087,4140209.9177549137,274.5462067315482,6727345.074323949,1629.6871594143777,1233058.4912703084,random text,random text,random text,random text,2006-03-07,random text,random text,1
random text,random text,random text,random text,0.3516054195251265,193,random text,358.1733606279284,8106109.074218471,162.19461202450873,11248513.3809426,5199.3442896428105,1702725.0897413774,random text,random text,random text,random text,2004-06-24,random text,random text,1
random text,random text,random text,random text,0.6345939725540989,245,random text,125.90773491531009,7717246.362728152,588.2216610801594,12305668.157928161,1408.7721126204026,1601237.4164313609,random text,random text,random text,random text,2005-05-24,random text,random text,1
random text,random text,random text,random text,0.16134907217925565,233,random text,394.8619179993881,2285903.6867296454,591.2259461526944,10698902.707757955,1670.554359566935,689171.5096337935,random text,random text,random text,random text,2003-10-08,random text,random text,1
random text,random text,random text,random text,0.3636926862195305,223,random text,164.06599977556584,7961006.709576612,270.75339581778553,8334435.55449619,1994.0382588712546,767190.728815258,random text,random text,random text,random text,2009-03-31,random text,random text,1
random text,random text,random text,random text,0.6215700521677741,196,random text,165.67143842475912,2494977.6264836583,549.7545647220768,5074747.50094505,3433.889451726175,2908994.6691060467,random text,random text,random text,random text,2004-01-20,random text,random text,1
random text,random text,random text,random text,0.5623417364733216,246,random text,406.8814894217942,5509216.35023866,260.9461885968947,8139199.541727311,1124.871980454777,2859151.9365920173,random text,random text,random text,random text,2004-06-21,random text,random text,1
random text,random text,random text,random text,0.20964934951510536,274,random text,423.6689863128512,6689515.613818536,406.7030472074883,5782994.853687601,2059.2675580600735,2346873.9005482197,random text,random text,random text,random text,2010-05-11,random text,random text,1
random text,random text,random text,random text,0.5349495272873608,204,random text,148.2650938356906,5655788.681739265,412.387067350481,7719909.875705646,4775.666617955468,904384.6713088559,random text,random text,random text,random text,2010-04-16,random text,random text,1
random text,random text,random text,random text,0.2018704173225765,73,random text,194.15636742967695,3044926.5278204083,456.4095643280606,8978132.715121984,4108.029993293437,1437420.8163183087,random text,random text,random text,random text,2001-04-30,random text,random text,1
random text,random text,random text,random text,0.742672315553054,58,random text,369.900627201327,2906326.41930086,528.9981396368157,6357584.966325605,1475.6714401539284,2180622.669186977,random text,random text,random text,random text,2012-12-22,random text,random text,1
random text,random text,random text,random text,0.7766757284758026,202,random text,77.14909048161387,3588578.1725366716,488.1156729127121,3462402.5470180246,4825.903444270439,1101413.007670164,random text,random text,random text,random text,2008-02-21,random text,random text,1
random text,random text,random text,random text,0.44770656092034644,77,random text,325.13309744484974,4150144.43511355,418.846455547674,7266920.243883706,3580.034503713672,2472393.213926843,random text,random text,random text,random text,2009-10-08,random text,random text,1
random text,random text,random text,random text,0.5146176030466614,121,random text,225.62610594910473,6275772.901882686,271.992677762637,9769048.350372596,3500.3969459773853,1911931.4095106104,random text,random text,random text,random text,2002-09-05,random text,random text,1
random text,random text,random text,random text,0.744437896031956,197,random text,413.796739539902,7465160.279430607,122.14379613750026,11516394.549016513,4779.741295399228,2927300.6607245766,random text,random text,random text,random text,2004-06-30,random text,random text,1
random text,random text,random text,random text,0.6479865626401109,186,random text,62.09009385626248,5821433.76837898,288.5686723992062,2215837.213082583,5402.410796091663,2205413.45747695,random text,random text,random text,random text,2011-06-12,random text,random text,1
random text,random text,random text,random text,0.46000705444306894,57,random text,133.44147778764236,2178686.069551478,326.8991026856419,8894517.637491891,3000.8780659937865,749020.6231460939,random text,random text,random text,random text,2005-07-02,random text,random text,1
random text,random text,random text,random text,0.1687974562626477,125,random text,256.1584596317701,7669389.772177413,177.1482615335472,7364620.339508929,4593.219029380551,1015126.8587624105,random text,random text,random text,random text,2008-07-26,random text,random text,1
random text,random text,random text,random text,0.8332473187452424,252,random text,404.95171011143964,3321063.1364878197,412.1893978621659,8691404.772099718,5442.224324131744,2931026.0781809264,random text,random text,random text,random text,2011-12-18,random text,random text,1
random text,random text,random text,random text,0.47869352582744834,59,random text,148.81699558851017,6254723.861967083,304.92535285661734,10621722.394593515,3430.9311239147355,1136442.3372969113,random text,random text,random text,random text,2001-07-27,random text,random text,1
random text,random text,random text,random text,0.5261265988884518,216,random text,222.0358733397535,7097194.0861829,470.29114425422415,8125642.210760794,5295.798603972896,995466.3083401057,random text,random text,random text,random text,2004-08-29,random text,random text,1
random text,random text,random text,random text,0.279631786010702,66,random text,264.58703457455624,5654520.871028842,441.22545104967713,7290901.788417535,1321.0918225765222,2199016.1762106353,random text,random text,random text,random text,2004-03-24,random text,random text,1
random text,random text,random text,random text,0.2292791929968011,89,random text,298.258872232689,3079347.8769218777,184.51294408400656,5087381.840109035,5164.820568647911,1844505.6368602659,random text,random text,random text,random text,2004-08-02,random text,random text,1
random text,random text,random text,random text,0.4479045281333908,123,random text,395.412628502808,5310126.712780632,268.75038946510375,9104135.45844968,2950.7237728074847,2212448.8919821694,random text,random text,random text,random text,2006-01-08,random text,random text,1
random text,random text,random text,random text,0.6766917363909505,59,random text,253.76328811818775,3922998.1931135724,210.7741372189222,6460018.940487392,4292.593629049609,657383.6119699464,random text,random text,random text,random text,2005-10-26,random text,random text,1
random text,random text,random text,random text,0.2553242101270177,87,random text,277.4362172242683,2846883.757663613,314.54012724104473,11728753.376842808,4718.552875064771,1403618.475003679,random text,random text,random text,random text,2008-12-18,random text,random text,1
random text,random text,random text,random text,0.3302826919856936,128,random text,423.5086884028883,5629611.373790514,170.4614416509586,8372346.801740909,2591.4475115832133,1050857.347733167,random text,random text,random text,random text,2002-03-02,random text,random text,1
random text,random text,random text,random text,0.17341074537033568,259,random text,78.90104981732642,3679972.4810274956,95.55442582569415,11827496.06886069,2242.4780803401486,737673.999158501,random text,random text,random text,random text,2005-10-29,random text,random text,1
random text,random text,random text,random text,0.16554211905951433,60,random text,67.88975710451618,1646591.1759580385,90.7280237069929,4740989.820767131,5236.88148899386,2358223.297691579,random text,random text,random text,random text,2013-08-30,random text,random text,1
random text,random text,random text,random text,0.4657348531126261,179,random text,77.10608533443181,6977760.841636332,444.8516061094508,10508993.90299708,4468.612388221465,2348681.2796455137,random text,random text,random text,random text,2013-05-27,random text,random text,1
random text,random text,random text,random text,0.37255464575436487,58,random text,354.6656275093031,1575930.884347167,184.63191123229063,3257132.476567247,5071.789684190982,1408649.9998419837,random text,random text,random text,random text,2004-12-13,random text,random text,1
random text,random text,random text,random text,0.41328598907273706,125,random text,388.4300229496748,5464417.09573687,519.009128267174,7537563.564206282,5159.5906658392705,2454215.468912108,random text,random text,random text,random text,2012-01-07,random text,random text,1
random text,random text,random text,random text,0.3762707232665454,239,random text,391.82177605074054,6881549.538951594,226.81471986769037,10124723.730587188,3418.2141943507595,1536151.557849284,random text,random text,random text,random text,2002-11-11,random text,random text,1
random text,random text,random text,random text,0.7345940955707562,112,random text,384.5105051031853,5459419.654649328,232.37934952032865,9726146.922617871,2940.0273986501825,776149.1728231189,random text,random text,random text,random text,2008-06-17,random text,random text,1
random text,random text,random text,random text,0.426599190266245,89,random text,66.882961362021,2793401.519061937,142.29935874321444,12190536.837846303,1102.2607222158413,886715.8036512637,random text,random text,random text,random text,2003-10-29,random text,random text,1
random text,random text,random text,random text,0.43449814095027656,259,random text,106.50469816521436,6604187.90736614,568.402646339124,9326931.6000331,3290.1388081010036,2397980.9156843508,random text,random text,random text,random text,2013-07-29,random text,random text,1
random text,random text,random text,random text,0.40036160006145427,200,random text,308.1806132538198,1875172.8253875643,289.73810822187346,5152410.9875418,4120.443504718289,1641758.9496189093,random text,random text,random text,random text,2005-03-17,random text,random text,1
random text,random text,random text,random text,0.19173905150924336,188,random text,163.2965946985686,5541197.270947769,131.89088205596948,3311484.566253341,4455.878894560719,3047791.226670457,random text,random text,random text,random text,2005-10-30,random text,random text,1
random text,random text,random text,random text,0.6521228544397526,111,random text,264.5623735773379,3406515.2929255017,170.14088341056157,7760384.3792678155,4754.254088817746,1165002.2443525728,random text,random text,random text,random text,2011-07-17,random text,random text,1
random text,random text,random text,random text,0.21660189792079296,173,random text,328.7006480545512,7832969.694220081,415.58563391077143,8880464.319428083,4389.1988814892675,1401393.8027667291,random text,random text,random text,random text,2011-05-17,random text,random text,1
random text,random text,random text,random text,0.8071721588737901,195,random text,125.0500805233242,5753889.078219246,428.20759828557806,7524878.330127619,5482.301096703866,3047985.677908311,random text,random text,random text,random text,2001-03-02,random text,random text,1
random text,random text,random text,random text,0.7592429596546184,221,random text,425.5247799814631,2420213.1019628863,460.97836493564046,9942845.383561535,1872.1520410898079,640894.2387992804,random text,random text,random text,random text,2001-08-22,random text,random text,1
random text,random text,random text,random text,0.6945785044190069,177,random text,98.36588046759303,5677025.483221374,305.4083163371304,5469096.924780683,4343.138961550614,2408516.2965709586,random text,random text,random text,random text,2009-05-05,random text,random text,1
random text,random text,random text,random text,0.48153169085521824,144,random text,265.40830526746083,6916970.697620407,461.4205830447621,5776762.793824492,1586.6799712421446,539614.2622009383,random text,random text,random text,random text,2006-03-07,random text,random text,1
random text,random text,random text,random text,0.44433743063227493,122,random text,120.29200795820623,2357217.846785004,97.37035789879639,9375341.827579657,2338.691222726762,2390058.3414107915,random text,random text,random text,random text,2003-05-04,random text,random text,1
random text,random text,random text,random text,0.20507418216627482,158,random text,308.3330021843637,2000202.1683680364,467.29633672255335,2564738.962106031,1449.2807319410758,1413183.3222953873,random text,random text,random text,random text,2001-04-27,random text,random text,1
