Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.4113623719653855,244,random text,216.75398218672115,5734407.654737663,570.3732673614905,9258764.91415186,4549.054036701167,2427837.2113864766,random text,random text,random text,random text,2003-08-13,random text,random text,1
random text,random text,random text,random text,0.33534373261705575,167,random text,124.4480773161624,958758.9059486261,87.17987535224768,12065805.379508091,5226.617121355719,3060778.859668388,random text,random text,random text,random text,2003-05-26,random text,random text,1
random text,random text,random text,random text,0.39287251429851355,270,random text,182.83645267941796,8057495.3426127555,66.06691685274265,9751571.944239503,1450.0326137280172,1304560.653279987,random text,random text,random text,random text,2012-08-30,random text,random text,1
random text,random text,random text,random text,0.29351948634262637,176,random text,234.97277880487314,6419970.214038475,91.36578289758411,4420510.145613965,2070.835668227098,286609.0919085243,random text,random text,random text,random text,2008-06-14,random text,random text,1
random text,random text,random text,random text,0.18073467617329927,272,random text,287.5149041783033,5743532.801391308,544.0311387996514,2991636.228328045,3636.266399153385,2581506.262458424,random text,random text,random text,random text,2010-06-13,random text,random text,1
random text,random text,random text,random text,0.31572137135047257,105,random text,396.9111355733565,1036827.0793977855,115.58473953677355,1175643.0996121345,1425.9851850605046,323140.25419294863,random text,random text,random text,random text,2004-03-27,random text,random text,1
random text,random text,random text,random text,0.8082133202129931,274,random text,409.72465080705587,6383366.9516268205,343.23374401034715,10423189.069149122,4071.796260809628,1207749.6664422574,random text,random text,random text,random text,2007-08-03,random text,random text,1
random text,random text,random text,random text,0.40256206497544744,265,random text,107.6604899205116,3402023.7035042443,517.2239712841977,10124503.451444209,4189.487954529381,577393.3609926023,random text,random text,random text,random text,2012-08-27,random text,random text,1
random text,random text,random text,random text,0.21761027099217023,177,random text,131.65287740986446,7601784.0418391805,138.05115438258215,4435565.527942819,1268.5604741283291,1899108.0565103344,random text,random text,random text,random text,2002-07-27,random text,random text,1
random text,random text,random text,random text,0.15792176603262037,65,random text,330.68761698757964,4307056.706749953,93.42782420990906,3123842.3694306994,4880.7459796952335,2198530.987803737,random text,random text,random text,random text,2001-10-03,random text,random text,1
random text,random text,random text,random text,0.8564596715443725,30,random text,402.83925612584875,4564945.515348749,218.08232128192347,9993515.353776328,2227.0709383123435,676249.9150455709,random text,random text,random text,random text,2011-09-24,random text,random text,1
random text,random text,random text,random text,0.6787245606632278,232,random text,362.6076927624922,1512276.7969114396,425.1618303755586,5902585.396320196,3070.9682380954696,1892759.9918367984,random text,random text,random text,random text,2013-07-10,random text,random text,1
random text,random text,random text,random text,0.6293063287487729,79,random text,268.3814622046283,6957946.141134326,584.2179760139121,5259812.622707044,4108.822606647434,595244.5532585117,random text,random text,random text,random text,2002-01-22,random text,random text,1
random text,random text,random text,random text,0.7982519440124062,244,random text,264.03536336986787,6099331.443751507,618.1500224127633,5967499.737901996,859.642891032312,2242304.4088758263,random text,random text,random text,random text,2003-07-29,random text,random text,1
random text,random text,random text,random text,0.8281247116834646,177,random text,248.3801017161834,3758369.4773982265,226.02618467590858,7018061.049954865,4781.375789024736,1238781.1027363364,random text,random text,random text,random text,2004-08-15,random text,random text,1
random text,random text,random text,random text,0.8625664457323685,176,random text,470.6446573805185,2679455.6281258017,422.8257641491441,11878331.099735642,1541.685876195512,2503600.311202003,random text,random text,random text,random text,2010-07-10,random text,random text,1
random text,random text,random text,random text,0.9155146899607826,280,random text,75.7847373061955,6587633.342697067,506.82230797073606,13182785.406065013,2908.559034198312,1880785.8643957614,random text,random text,random text,random text,2004-03-27,random text,random text,1
random text,random text,random text,random text,0.45327141689957196,143,random text,215.76659819827717,4785076.136873645,259.00387194479737,6987232.283965637,1732.8582122785042,1209876.2512727624,random text,random text,random text,random text,2013-03-14,random text,random text,1
random text,random text,random text,random text,0.8275886948372675,168,random text,259.5596528002307,508007.7921458717,73.60203486599815,12387851.15715497,2987.7840450942135,798674.1552919438,random text,random text,random text,random text,2008-05-08,random text,random text,1
random text,random text,random text,random text,0.495280438893856,64,random text,37.92280558095771,3251729.705675336,206.64232601330815,6005135.575534772,4443.51006292858,269582.02880438574,random text,random text,random text,random text,2001-12-08,random text,random text,1
random text,random text,random text,random text,0.7129409416624181,233,random text,68.11126477765306,4331483.607254273,436.581977747445,5399035.508783693,1393.7447046772588,594425.2072855047,random text,random text,random text,random text,2004-12-27,random text,random text,1
random text,random text,random text,random text,0.6948050443589188,49,random text,78.95369844683084,5528791.726726861,179.45994594478134,13203300.451943764,2200.9483457441074,2894127.2866882742,random text,random text,random text,random text,2009-01-21,random text,random text,1
random text,random text,random text,random text,0.3324978769177902,215,random text,265.5988664836092,2114930.071550577,309.8465493641201,10518006.596508386,5515.130415187339,908531.215365716,random text,random text,random text,random text,2005-08-16,random text,random text,1
random text,random text,random text,random text,0.6578363685464981,244,random text,112.24766803014575,2733298.6089765183,128.8197814866372,5302252.315928529,1509.0416855374297,2012099.703136378,random text,random text,random text,random text,2004-04-19,random text,random text,1
random text,random text,random text,random text,0.16578053160975398,254,random text,149.42118124207477,1425066.2675052208,583.3811274753946,8095787.729043217,5761.890515036217,3234411.135210776,random text,random text,random text,random text,2007-11-19,random text,random text,1
random text,random text,random text,random text,0.3192162480880726,87,random text,343.8701515533634,4364026.08855035,601.867572707293,6858447.364558434,3663.225477054656,1799210.261286503,random text,random text,random text,random text,2014-03-17,random text,random text,1
random text,random text,random text,random text,0.9562366978498769,130,random text,331.90245978176097,7411976.507006364,431.06976969072826,10708163.461081794,5726.969350343039,2084439.646139392,random text,random text,random text,random text,2010-04-06,random text,random text,1
random text,random text,random text,random text,0.8242934012318307,292,random text,159.82380410054833,7201774.703182891,651.3125743607673,5676887.5015040245,3758.3799031623244,663002.589832059,random text,random text,random text,random text,2000-08-13,random text,random text,1
random text,random text,random text,random text,0.9324453537291238,66,random text,55.33628800342417,1431604.0665071511,302.142289323724,7381860.58969465,4366.7743416979665,2331030.1105311015,random text,random text,random text,random text,2009-02-28,random text,random text,1
random text,random text,random text,random text,0.32574308648812195,20,random text,130.35642324870764,2697707.4597922675,301.28564492271767,12316595.05955063,848.5541009043442,2131310.908898582,random text,random text,random text,random text,2006-09-20,random text,random text,1
random text,random text,random text,random text,0.8001601815936388,240,random text,217.9839489153759,718020.0867404949,57.40088587180671,8772602.663601153,4383.950257790206,3201268.571386779,random text,random text,random text,random text,2011-11-10,random text,random text,1
random text,random text,random text,random text,0.6999889441615299,22,random text,395.1119081917942,5001886.831101442,467.85542112047136,10170181.516253952,4202.052727974375,482968.90817031503,random text,random text,random text,random text,2009-12-28,random text,random text,1
random text,random text,random text,random text,0.2886299305288682,274,random text,158.27563942216176,7058599.716383226,459.2769365881829,10250951.82804475,1242.0284670899946,2390554.170838034,random text,random text,random text,random text,2005-11-07,random text,random text,1
random text,random text,random text,random text,0.32555007965722893,172,random text,45.27483100134774,652020.2823992978,282.3075526076052,1141276.4362183446,4997.343645261206,2070983.9416268566,random text,random text,random text,random text,2004-02-25,random text,random text,1
random text,random text,random text,random text,0.47161542632639053,58,random text,143.1046981898842,7469250.725577782,583.3681482750154,10968711.899995742,1857.4004688307077,908109.6694074676,random text,random text,random text,random text,2005-01-24,random text,random text,1
random text,random text,random text,random text,0.39795493008756544,26,random text,83.081770159658,6181344.387349679,489.5635764666544,12038195.231486639,1053.848549137932,2826516.568156914,random text,random text,random text,random text,2003-06-10,random text,random text,1
random text,random text,random text,random text,0.45889849236967317,124,random text,224.3273036707978,1060633.6031080286,330.38551046705425,9138159.845997453,3699.9656685515224,843311.8644809502,random text,random text,random text,random text,2008-12-01,random text,random text,1
random text,random text,random text,random text,0.2710683735268137,218,random text,86.60198024294836,4542487.346297618,240.2484327511991,11145838.451162526,3625.692792415343,883235.2162788969,random text,random text,random text,random text,2003-09-22,random text,random text,1
random text,random text,random text,random text,0.20460896332102566,232,random text,250.3988586788339,3344228.780408726,324.6801250993182,12954866.740310997,3337.737562414355,2433105.294366744,random text,random text,random text,random text,2004-02-22,random text,random text,1
random text,random text,random text,random text,0.7177153598993004,293,random text,313.20106286070205,3206833.079101418,187.09012757621556,11994039.99985213,5043.638274175646,3114730.900041699,random text,random text,random text,random text,2010-01-11,random text,random text,1
random text,random text,random text,random text,0.39999514802620184,230,random text,438.38477865809233,5466854.021027053,55.916690617919684,7072098.4479587255,2087.179151110062,2813179.162962778,random text,random text,random text,random text,2009-12-17,random text,random text,1
random text,random text,random text,random text,0.28833089033438725,74,random text,413.08227513376863,1118097.4923577823,388.56679708614206,1559580.652297521,3372.7465710177053,979492.8156906357,random text,random text,random text,random text,2000-12-31,random text,random text,1
random text,random text,random text,random text,0.5699531283931557,67,random text,394.44147279018216,4249159.074882017,418.6594653203459,12788046.031070305,2983.8983924835356,588369.6789035643,random text,random text,random text,random text,2012-08-24,random text,random text,1
random text,random text,random text,random text,0.8046896089177392,164,random text,181.0304102723448,7842714.002078417,147.61998340044474,12593012.918510137,1261.3445593180768,358003.50386429846,random text,random text,random text,random text,2007-10-24,random text,random text,1
random text,random text,random text,random text,0.9103823704468379,103,random text,45.797717980345695,5563857.5974186035,321.6213100259804,10876583.67591894,2341.041389224686,3205119.726521831,random text,random text,random text,random text,2009-06-10,random text,random text,1
random text,random text,random text,random text,0.5263185713297429,129,random text,165.34614350435317,484634.09586798336,355.3396715986929,10365746.863321984,3243.1338392278763,2424968.934157012,random text,random text,random text,random text,2002-05-08,random text,random text,1
random text,random text,random text,random text,0.4226126855204487,235,random text,60.31794950294447,6194510.883285202,548.4643945063376,12920544.103743492,2549.2827521553963,726481.7429979936,random text,random text,random text,random text,2004-03-02,random text,random text,1
random text,random text,random text,random text,0.38845671954734184,223,random text,380.95491705975553,4597885.036843132,516.7394585096395,5807314.698484079,5233.2223821654825,268917.71175525506,random text,random text,random text,random text,2011-02-12,random text,random text,1
random text,random text,random text,random text,0.6023747029531317,101,random text,297.522546297893,7824514.377419054,508.89004990750976,6967389.386420711,1104.8787413922003,1308440.3521906722,random text,random text,random text,random text,2005-03-04,random text,random text,1
random text,random text,random text,random text,0.4119653088832812,125,random text,243.3123905240061,5506098.282352147,602.8563931703793,9249773.398933413,5001.751501403798,1199438.7592611816,random text,random text,random text,random text,2008-03-28,random text,random text,1
random text,random text,random text,random text,0.7889988636411913,107,random text,364.7317076585527,8451589.37808313,625.7351364468477,2358730.1155511728,3539.615805602945,2665618.731640215,random text,random text,random text,random text,2011-08-20,random text,random text,1
random text,random text,random text,random text,0.737026076475684,154,random text,43.40056818755806,1462564.205589665,561.7678884582208,1221373.3903365633,5238.775833439808,1212241.7688964345,random text,random text,random text,random text,2001-03-29,random text,random text,1
random text,random text,random text,random text,0.9331690289570495,185,random text,207.9343518161603,4726650.225714093,574.2271948663025,5400223.850503099,1340.6488359261555,289977.7220396072,random text,random text,random text,random text,2004-05-01,random text,random text,1
random text,random text,random text,random text,0.1981463855499836,97,random text,337.70703806399257,5016191.2558075525,226.6858901884727,4735101.838368817,4880.4439681344065,1950381.582232704,random text,random text,random text,random text,2003-11-25,random text,random text,1
random text,random text,random text,random text,0.20464712458375883,138,random text,420.34128648300765,2016679.254053935,133.03119108074662,12071431.912593465,2233.191618944282,2557876.329550832,random text,random text,random text,random text,2014-05-01,random text,random text,1
random text,random text,random text,random text,0.33410943339269783,95,random text,382.9997549648356,6043677.149874873,508.29471006982357,8394843.925343052,3952.821915854013,3130623.5671577686,random text,random text,random text,random text,2015-01-03,random text,random text,1
random text,random text,random text,random text,0.7356974467209668,47,random text,468.4884454719189,5444532.546143663,196.93322964963005,9976621.770776141,1872.5098849223932,1487239.3441086016,random text,random text,random text,random text,2013-09-10,random text,random text,1
random text,random text,random text,random text,0.44122250521713313,242,random text,136.23465945550043,2610628.8633632753,246.48834250665172,10051460.447740076,5809.796092000517,2285603.9854910173,random text,random text,random text,random text,2004-04-04,random text,random text,1
random text,random text,random text,random text,0.4399048606807754,213,random text,427.0455382440959,3928595.7481980687,114.7832515658719,5634894.52971523,4182.394619323928,887525.6524525699,random text,random text,random text,random text,2005-09-10,random text,random text,1
random text,random text,random text,random text,0.3219980203858415,223,random text,148.27333725398208,2110144.2324716626,216.5094953942718,7944574.322485988,3187.665344803029,896721.1628059333,random text,random text,random text,random text,2005-06-28,random text,random text,1
random text,random text,random text,random text,0.4211069902463642,222,random text,393.82069992106636,6958501.340261634,473.0755204177787,6596139.746277198,1452.6080235464299,2450181.810882558,random text,random text,random text,random text,2008-08-20,random text,random text,1
random text,random text,random text,random text,0.5662693681622774,170,random text,413.1112627990485,6631310.034849836,69.83800795352292,5849766.644429884,1550.4817649707313,2443814.574897361,random text,random text,random text,random text,2015-04-15,random text,random text,1
random text,random text,random text,random text,0.40648645560487295,213,random text,72.17621837574703,494845.1818353723,592.378315541829,12238896.367957888,2876.3512515502125,2888113.862049332,random text,random text,random text,random text,2001-11-02,random text,random text,1
random text,random text,random text,random text,0.685769537256349,99,random text,452.4170034137006,7186855.714167015,585.2826497624998,2041966.8552468822,5658.418938686858,3029718.404481626,random text,random text,random text,random text,2005-07-01,random text,random text,1
random text,random text,random text,random text,0.73927389274109,190,random text,340.05325865771175,2695639.5991786295,225.96052085799468,7546808.541780511,3650.7350071935853,2563707.544796632,random text,random text,random text,random text,2013-05-02,random text,random text,1
random text,random text,random text,random text,0.5211413723131194,267,random text,315.1337412591797,8290501.725204765,73.8692608321186,4589787.985100836,2038.4269540763946,942229.7585638247,random text,random text,random text,random text,2013-01-27,random text,random text,1
random text,random text,random text,random text,0.8712119401937981,280,random text,426.2547932362006,6130388.51497463,370.32922551710857,2325306.3411313845,773.2351376912342,2959694.3987568663,random text,random text,random text,random text,2004-08-15,random text,random text,1
random text,random text,random text,random text,0.7916304187031135,109,random text,108.77683105510152,5504070.520043162,281.25681335924617,9995196.393645482,4695.497017837614,2265601.916450203,random text,random text,random text,random text,2011-09-09,random text,random text,1
random text,random text,random text,random text,0.8189716984438538,233,random text,440.3748709822352,4559179.099521527,472.359737469076,9664298.527792145,1509.2744689635988,1801280.6408854309,random text,random text,random text,random text,2002-07-14,random text,random text,1
random text,random text,random text,random text,0.4376983990552763,44,random text,220.33482478042674,837349.3814905295,71.75427656424357,2286055.4021695647,4320.765856397581,2238432.525470324,random text,random text,random text,random text,2008-02-18,random text,random text,1
random text,random text,random text,random text,0.6607042720943123,29,random text,94.24281562263653,4696090.155072394,437.39952835217736,7023403.810828219,962.3602412131966,1370226.2805227835,random text,random text,random text,random text,2014-10-19,random text,random text,1
random text,random text,random text,random text,0.471262453338789,277,random text,467.7635597128932,6861730.151915092,178.60198109355957,11405284.690565418,5293.770874430114,1172159.1306702406,random text,random text,random text,random text,2003-07-01,random text,random text,1
random text,random text,random text,random text,0.39703267655096774,103,random text,242.97214241537785,8300181.584002364,370.57947000642633,2603365.816327651,1978.4210177212906,780100.5150432731,random text,random text,random text,random text,2013-03-31,random text,random text,1
