Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.3137652563772885,100,random text,254.602826387596,4046275.8593419017,448.961090982885,8739255.95779441,1807.999554252188,1987522.4862950242,random text,random text,random text,random text,2005-01-16,random text,random text,1
random text,random text,random text,random text,0.32511781607056167,168,random text,155.50023185877245,4676325.2634923505,98.20768093228577,8609244.48663941,2829.0302471963796,3024729.618390023,random text,random text,random text,random text,2010-08-01,random text,random text,1
random text,random text,random text,random text,0.49434963558474476,221,random text,154.12570511723334,1987563.6766166247,486.5966409592319,7978316.349281212,4122.382523541313,1668767.9701218486,random text,random text,random text,random text,2006-01-12,random text,random text,1
random text,random text,random text,random text,0.5379805140517399,172,random text,101.68025020736192,5290714.522037793,290.10523093196406,7198204.316593105,2896.7436641174045,2205889.503213113,random text,random text,random text,random text,2003-11-26,random text,random text,1
random text,random text,random text,random text,0.6363990059920138,51,random text,428.3959084737005,1813420.3436985854,122.2140560985845,10173229.767872913,1020.6660661562429,2517940.294375891,random text,random text,random text,random text,2003-09-08,random text,random text,1
random text,random text,random text,random text,0.15208536119324256,227,random text,146.23705558019014,4008321.4335465715,351.5837263741025,5904302.00546623,3576.2290884822,2815852.9636010258,random text,random text,random text,random text,2012-12-13,random text,random text,1
random text,random text,random text,random text,0.2361611413177278,94,random text,97.6359133959631,1569130.2482864996,265.66837940086907,2896529.0569837396,2980.8702734745734,1389704.1016699672,random text,random text,random text,random text,2008-09-27,random text,random text,1
random text,random text,random text,random text,0.7346124915258527,241,random text,183.2049384732257,1878932.9413157878,320.2702654815008,8285653.312250396,4444.546943283524,2633805.212294747,random text,random text,random text,random text,2010-09-26,random text,random text,1
random text,random text,random text,random text,0.18061003025987835,132,random text,116.89967206488595,4656779.843955983,278.7970162924526,11808760.43636605,1202.6784202365461,1731388.0551133377,random text,random text,random text,random text,2004-07-10,random text,random text,1
random text,random text,random text,random text,0.18887700857773906,267,random text,81.96324276418997,6984565.784279542,353.97121207821056,10901513.175903514,1402.4315673868643,3003253.0944987754,random text,random text,random text,random text,2007-11-16,random text,random text,1
random text,random text,random text,random text,0.7398781128745675,188,random text,273.9698944707974,4980040.408011565,350.21709636394144,6248783.008491447,1064.9320729548183,1202517.893322578,random text,random text,random text,random text,2012-12-10,random text,random text,1
random text,random text,random text,random text,0.24716310143872533,167,random text,413.1361231445302,2664827.378516821,310.3646537104288,4097147.0100438665,5599.061688916905,1886698.7705941903,random text,random text,random text,random text,2002-11-09,random text,random text,1
random text,random text,random text,random text,0.4977039667153806,275,random text,186.18052389610085,6141098.999325464,353.62279632329705,2870512.1306895735,940.1982693987612,2405773.9704686077,random text,random text,random text,random text,2002-01-16,random text,random text,1
random text,random text,random text,random text,0.8349250352100883,172,random text,384.4364610132235,7660980.142289238,453.14703212725226,7062412.070045007,3209.9419784518204,2576386.157354654,random text,random text,random text,random text,2012-01-07,random text,random text,1
random text,random text,random text,random text,0.5432240187943874,253,random text,406.6202343056504,5551419.929539546,310.887785678142,8300227.012189593,3475.869356926261,791932.5399104545,random text,random text,random text,random text,2013-10-23,random text,random text,1
random text,random text,random text,random text,0.651703522965015,254,random text,241.91825678868906,2370980.564998308,489.2775312417401,5363705.688448486,2756.571308857676,2831092.578135402,random text,random text,random text,random text,2002-05-07,random text,random text,1
random text,random text,random text,random text,0.30049579302537044,204,random text,186.9090286462133,3203244.4677451383,317.33169484186726,10280012.365683446,5254.903299981672,864993.5250145695,random text,random text,random text,random text,2003-11-11,random text,random text,1
random text,random text,random text,random text,0.5743740949255306,205,random text,73.279024938194,3822839.8254124634,434.11525526469177,8040072.28111575,3627.026798311215,534782.3314053954,random text,random text,random text,random text,2004-11-28,random text,random text,1
random text,random text,random text,random text,0.2769166965872094,152,random text,172.01282489669597,5072351.978364231,151.99216762708744,2769652.8381336415,4524.097268006737,2928298.778495702,random text,random text,random text,random text,2010-10-23,random text,random text,1
random text,random text,random text,random text,0.6574865158834591,223,random text,92.48634509717225,5794722.901864404,201.18937299175425,10845180.322204025,4347.655934985747,551582.1616261988,random text,random text,random text,random text,2004-07-10,random text,random text,1
random text,random text,random text,random text,0.8451971955064894,216,random text,217.8144977401393,4193281.1884370195,161.00752378269232,5801082.922992929,5463.635094460014,883037.7253846982,random text,random text,random text,random text,2013-06-27,random text,random text,1
random text,random text,random text,random text,0.4538732264057543,102,random text,283.2472692538917,2518318.0180263957,405.59257087207516,3918736.6862572003,3346.4554613743567,1616735.2537402038,random text,random text,random text,random text,2008-08-21,random text,random text,1
random text,random text,random text,random text,0.604974285429306,89,random text,363.6353784671514,3213825.01778335,396.8732961364392,3074607.4004996847,5583.719883027868,2198679.8211782603,random text,random text,random text,random text,2002-03-23,random text,random text,1
random text,random text,random text,random text,0.33191387083629753,74,random text,294.18873088947424,1325271.3972853594,570.346110668664,11992428.375140762,2239.9780432864454,1505147.1938931525,random text,random text,random text,random text,2005-04-11,random text,random text,1
random text,random text,random text,random text,0.5142109221780238,80,random text,375.7763895447983,1819097.5972866132,242.03030592879395,6881727.0295544155,4244.180315878304,2840864.9761148407,random text,random text,random text,random text,2009-05-06,random text,random text,1
random text,random text,random text,random text,0.16745541715249793,250,random text,129.2065738997184,7448980.938882422,94.13017215332377,12250132.35580202,2650.9364045082657,3016715.2374748536,random text,random text,random text,random text,2005-11-29,random text,random text,1
random text,random text,random text,random text,0.766491141627389,111,random text,313.7959567063754,1954700.044730537,515.3506551198107,10098861.219821941,5289.620011396244,1561235.8020489507,random text,random text,random text,random text,2004-08-02,random text,random text,1
random text,random text,random text,random text,0.6563414470473474,121,random text,326.25851811461285,4982449.896886531,442.5576796327697,5571460.053989878,4021.8085967184525,1850270.3658986136,random text,random text,random text,random text,2008-03-03,random text,random text,1
random text,random text,random text,random text,0.24911780135916511,206,random text,353.27402252299174,4014193.6765661817,86.49289347511808,10073430.350253921,1380.7537615579831,984342.5772021355,random text,random text,random text,random text,2010-07-20,random text,random text,1
random text,random text,random text,random text,0.6369306839745998,231,random text,126.67427720116432,5602061.067419196,396.3898345780433,11159814.932486292,1912.2064865712514,2394337.4164018277,random text,random text,random text,random text,2000-11-26,random text,random text,1
random text,random text,random text,random text,0.5480035310550201,164,random text,385.5942956913133,1487307.2619779047,216.16860106192277,4054459.0751878247,3984.5967370355074,2036483.05880241,random text,random text,random text,random text,2009-06-13,random text,random text,1
random text,random text,random text,random text,0.17181578545883963,171,random text,363.6114365460854,1354658.6075208657,297.7843463085244,6348076.265910298,4725.670612268501,1831570.6030630164,random text,random text,random text,random text,2007-01-03,random text,random text,1
random text,random text,random text,random text,0.2401946805244093,63,random text,341.69428655338805,3952064.516598892,158.70323659358684,11425705.434298383,2393.3522796897123,1909631.7880429355,random text,random text,random text,random text,2012-02-23,random text,random text,1
random text,random text,random text,random text,0.3527954446684244,172,random text,397.2168199513393,8192595.2422852665,346.4929275431849,8653333.877985597,4031.338789938984,521318.4272875385,random text,random text,random text,random text,2010-04-12,random text,random text,1
random text,random text,random text,random text,0.6848625061999876,95,random text,149.35227771485106,5346282.163921788,595.2366822739282,9650615.241430983,4568.305232187637,959588.4041619676,random text,random text,random text,random text,2006-02-20,random text,random text,1
random text,random text,random text,random text,0.7423224498578984,147,random text,102.9924194646272,2258900.5519954935,122.29448133070478,9089953.015304316,1775.0885233944164,1185792.7967372278,random text,random text,random text,random text,2004-06-09,random text,random text,1
random text,random text,random text,random text,0.3123005299706608,265,random text,54.92547644072654,5389022.196689758,199.62756989776886,10026525.062052464,2223.7345843591256,1544619.5279061992,random text,random text,random text,random text,2005-05-09,random text,random text,1
random text,random text,random text,random text,0.5812167212596764,258,random text,285.4893889644717,3024803.9691600697,306.2568431755794,8570270.56804016,3756.9339593253185,1984235.6866112382,random text,random text,random text,random text,2003-09-23,random text,random text,1
random text,random text,random text,random text,0.7170379764446744,89,random text,175.8689438983468,6809688.392037557,186.9239847309425,12554586.573031742,1852.9445627539224,1459989.8166810405,random text,random text,random text,random text,2009-03-16,random text,random text,1
random text,random text,random text,random text,0.4902398079620235,76,random text,352.61976693730867,3487635.250478764,231.12253223231937,6956641.750120057,2124.82203482859,1694964.9636668032,random text,random text,random text,random text,2004-01-05,random text,random text,1
random text,random text,random text,random text,0.8313972494208857,106,random text,361.8286634074188,4485115.934001993,557.4067565855157,4253834.427617358,3482.22754704241,2466004.536839432,random text,random text,random text,random text,2004-06-06,random text,random text,1
random text,random text,random text,random text,0.2707227969016225,187,random text,265.04857518032304,8045925.714325696,215.51333472138032,12277426.999341393,4159.607512388218,1945617.5945263975,random text,random text,random text,random text,2010-04-26,random text,random text,1
random text,random text,random text,random text,0.47913116062615246,54,random text,393.0486994128655,5149232.716436761,491.40842933384033,5446087.190339212,2711.177418195669,647076.3682646492,random text,random text,random text,random text,2010-04-01,random text,random text,1
random text,random text,random text,random text,0.848785666095794,67,random text,60.49728058469452,2097960.878744415,455.973839750563,12539085.142246988,3607.5087549881728,1680210.3309713325,random text,random text,random text,random text,2001-04-15,random text,random text,1
random text,random text,random text,random text,0.3728100537100455,85,random text,268.89363207241524,4600911.696242953,359.2941927215934,12485815.884856723,2500.68453918071,2398465.1376224286,random text,random text,random text,random text,2012-12-07,random text,random text,1
random text,random text,random text,random text,0.6944863418332303,170,random text,327.23305651812615,4384082.892792176,376.6614349377676,7051695.3948448505,2047.1199393145037,2457642.1953497417,random text,random text,random text,random text,2008-02-06,random text,random text,1
random text,random text,random text,random text,0.5058679040146437,178,random text,218.68378289791582,5042201.563554905,384.23437957719193,8769477.89751146,4211.876075884653,2568960.48882937,random text,random text,random text,random text,2009-09-23,random text,random text,1
random text,random text,random text,random text,0.3033292792462938,138,random text,233.12185221789446,1704332.8070166667,497.0022432487133,11067046.860597022,1358.2122482311343,2911760.971760328,random text,random text,random text,random text,2002-08-21,random text,random text,1
random text,random text,random text,random text,0.5852852181569133,230,random text,346.15847096657234,3975059.8134410796,141.08532136721007,9078716.879542006,2928.9571912452393,2352080.153790395,random text,random text,random text,random text,2004-06-15,random text,random text,1
random text,random text,random text,random text,0.202635517206087,105,random text,234.3312801518303,6056371.310260193,284.96865313057503,9844965.897241117,2215.752773124862,1867170.3063565092,random text,random text,random text,random text,2011-05-28,random text,random text,1
random text,random text,random text,random text,0.5848169997900079,112,random text,412.1249202586528,1351308.7248651816,208.27231438569123,2177648.257487474,3124.5769525233063,2209744.037955102,random text,random text,random text,random text,2005-06-17,random text,random text,1
random text,random text,random text,random text,0.30647143456961834,120,random text,290.91152260618094,2644677.7554049985,574.177008761743,7979024.11907877,2322.7939881527377,2154679.234218329,random text,random text,random text,random text,2008-07-11,random text,random text,1
random text,random text,random text,random text,0.6509661358972423,170,random text,136.5324309768099,2272628.720610391,285.78964634188605,7639907.191352671,5396.568512350265,2900430.7773419255,random text,random text,random text,random text,2011-12-03,random text,random text,1
random text,random text,random text,random text,0.6673592213532331,162,random text,416.488530465536,6561893.627253037,172.86712572619854,9022167.47283878,3612.233508808362,537897.0941034469,random text,random text,random text,random text,2001-07-12,random text,random text,1
random text,random text,random text,random text,0.6110465210140683,250,random text,156.19144998933072,5547529.62722707,339.1143807555021,12076643.202518335,5021.225423093629,2005127.1354870663,random text,random text,random text,random text,2004-08-14,random text,random text,1
random text,random text,random text,random text,0.7224640906429376,225,random text,142.27905400613793,5095067.013485957,436.12094558310037,7585697.772613738,3634.6303472707746,1386760.396383215,random text,random text,random text,random text,2004-03-09,random text,random text,1
random text,random text,random text,random text,0.20985015812478958,212,random text,425.96798051746697,7368558.969332576,525.447510275281,12635968.521491364,2269.758770326002,1509048.3933990886,random text,random text,random text,random text,2013-12-24,random text,random text,1
random text,random text,random text,random text,0.8360656422814374,227,random text,386.72008596356744,4883747.205669298,579.6772308817216,5258360.311894593,3687.7727529049994,2154246.9422547384,random text,random text,random text,random text,2004-07-18,random text,random text,1
random text,random text,random text,random text,0.5151104728889744,130,random text,393.2029397298854,6651212.3628757335,380.5346097198959,9941472.954982117,5067.866165651205,2071095.7269517607,random text,random text,random text,random text,2005-12-24,random text,random text,1
random text,random text,random text,random text,0.3688997058373995,220,random text,360.3453364706834,6141962.079703182,423.6349781709024,7010676.400540963,1466.6498892359941,516665.1868927586,random text,random text,random text,random text,2005-10-11,random text,random text,1
random text,random text,random text,random text,0.5029556704992294,126,random text,190.55634549545334,2242991.141134521,458.44206120828767,3601213.353648278,4163.814483263637,820346.6090268523,random text,random text,random text,random text,2008-12-03,random text,random text,1
random text,random text,random text,random text,0.6941407227978016,71,random text,280.6547009348273,1374252.9479298731,388.9152314277194,9491119.806376588,2057.289520116752,2890723.5308787306,random text,random text,random text,random text,2002-02-15,random text,random text,1
random text,random text,random text,random text,0.5100136650372056,172,random text,91.6953899343896,3562637.7033985215,227.60360166557146,11094433.130316297,2550.3137902914364,2548063.6932308762,random text,random text,random text,random text,2005-10-14,random text,random text,1
random text,random text,random text,random text,0.8312857503059661,268,random text,124.3835639275963,5715416.485149838,140.44364586957408,6639000.0216446705,2859.7681994268514,1323058.716188744,random text,random text,random text,random text,2013-08-15,random text,random text,1
random text,random text,random text,random text,0.23722261729020572,96,random text,171.56900313401985,2680512.442884857,313.61455547651803,7279095.343532639,2164.481238952638,699405.9388950379,random text,random text,random text,random text,2013-05-12,random text,random text,1
random text,random text,random text,random text,0.492084780810376,91,random text,92.34859136704603,2257472.5648597158,514.3186779943751,3339993.8698289036,1606.2662988474763,1771358.8656528576,random text,random text,random text,random text,2004-11-28,random text,random text,1
random text,random text,random text,random text,0.48778348031217506,151,random text,160.81554801322832,4903576.589492287,386.48006314085296,8054685.273004448,1410.7394678960259,1853600.20656336,random text,random text,random text,random text,2011-12-23,random text,random text,1
random text,random text,random text,random text,0.22854988759769823,264,random text,68.1971773138118,4380987.438262146,296.81898853972143,9134297.74029635,1358.1495201746106,688813.129314882,random text,random text,random text,random text,2002-10-27,random text,random text,1
random text,random text,random text,random text,0.261496650689662,142,random text,98.15463137863213,5979266.663493382,589.1868956918237,12642889.890396344,1015.4833553908771,482312.8603440356,random text,random text,random text,random text,2008-06-02,random text,random text,1
random text,random text,random text,random text,0.5700209820690956,224,random text,215.30870212558256,3616833.3887469494,482.46708590615367,8935411.264108963,1027.884261433132,714541.5528960481,random text,random text,random text,random text,2003-10-14,random text,random text,1
random text,random text,random text,random text,0.49336802786730855,233,random text,182.78065973456143,2416164.3193029473,238.27215765101624,7288306.740125217,1823.0294834806946,3060871.6044624206,random text,random text,random text,random text,2013-07-14,random text,random text,1
random text,random text,random text,random text,0.7182698657317723,245,random text,102.04338659092295,3819304.8358643376,205.31429364638723,6685319.088843165,4940.9096833536705,2729128.9716403014,random text,random text,random text,random text,2005-03-02,random text,random text,1
random text,random text,random text,random text,0.449915340106118,124,random text,374.48325996523965,7908337.594751362,530.2467789092906,4817908.599247774,1930.0996686761275,869923.7548511275,random text,random text,random text,random text,2005-10-15,random text,random text,1
random text,random text,random text,random text,0.3116639916604991,179,random text,85.83605114731475,2796552.694458541,159.26550466982448,4807750.875927686,2451.0988620477174,2310312.257795211,random text,random text,random text,random text,2011-07-02,random text,random text,1
random text,random text,random text,random text,0.5830838107563033,216,random text,318.9109186651176,6946061.054463543,593.9128377592715,4034719.641210914,2017.4031907630238,913535.4874931056,random text,random text,random text,random text,2011-05-02,random text,random text,1
random text,random text,random text,random text,0.26647215514881406,265,random text,152.36861815968257,2277185.533878939,131.5946910350179,8695873.119360168,2467.068330830613,1080812.6987698015,random text,random text,random text,random text,2001-02-15,random text,random text,1
random text,random text,random text,random text,0.36836009862376573,121,random text,355.5136220110457,2580860.09522469,146.45779921367432,8714689.948034259,3400.2508058185267,1376587.3392658422,random text,random text,random text,random text,2001-08-07,random text,random text,1
random text,random text,random text,random text,0.6640111396091355,214,random text,83.24436201422762,1500901.7191884588,250.70561312769559,8315052.136524467,2756.121383133338,1886970.9118434368,random text,random text,random text,random text,2009-04-20,random text,random text,1
random text,random text,random text,random text,0.3528579331953753,78,random text,189.39086140357512,3616622.4800285776,186.67258521511485,7181993.814272534,2171.1032549434967,962436.0180433183,random text,random text,random text,random text,2006-02-20,random text,random text,1
random text,random text,random text,random text,0.71001210548489,121,random text,137.45615217085032,1553215.74112826,373.7337849163989,10056513.35057044,5512.816138276966,2195505.1506177126,random text,random text,random text,random text,2003-04-19,random text,random text,1
